InChI,SMILES,VapourPressure_kPa,Temperature_K
"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,61.57,343.3
"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,92.28,352.9
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,0.263,283.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,0.373,288.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,0.521,293.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,0.711,298.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,0.98,303.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,1.289,308.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,1.701,313.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,2.236,318.15
InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,ClC(Cl)C(Cl)Cl,2.86,323.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,1.023,283.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,1.4,288.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,1.861,293.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,2.462,298.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,3.205,303.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,4.117,308.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,5.253,313.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,6.621,318.15
InChI=1S/C2Cl4/c3-1(4)2(5)6,ClC(Cl)=C(Cl)Cl,8.286,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.078,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.849,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.027,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.691,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.925,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,19.812,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,24.398,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,29.847,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,36.24,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.668,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.073,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.554,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.898,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.058,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.528,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.955,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.892,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.244,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,0.948,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,0.567,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.306,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.549,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.9,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.048,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.97,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.292,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.557,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.465,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.655,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.271,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,0.785,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.363,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.391,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.559,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.469,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.104,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.245,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.321,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.198,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.168,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.653,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.057,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,11.85,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.65,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.583,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.234,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.517,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.426,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.245,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.102,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.796,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.176,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.395,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,14.892,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,13.348,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.064,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.364,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.225,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.909,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.394,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.228,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.616,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.816,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.828,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,18.49,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,16.649,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.037,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.922,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.298,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.634,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.807,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.574,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.605,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.602,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.35,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,22.801,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,20.532,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,18.574,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,16.041,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.79,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.704,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.498,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.223,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.788,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.524,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.042,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,27.884,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,25.078,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,22.709,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,19.618,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.712,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,13.27,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.51,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.187,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.203,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.666,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.857,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,33.853,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,30.444,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,27.636,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,23.851,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,19.154,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,16.227,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.855,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.503,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.877,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.045,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.84,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.758,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.542,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.137,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.717,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.392,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.162,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.906,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.408,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.028,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.48,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,1.797,283.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.415,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.143,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.63,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.103,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.685,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.408,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.057,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.425,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.917,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.234,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,2.4,288.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.447,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.118,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.479,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.81,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.27,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.913,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.489,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.642,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.041,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.161,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,3.124,293.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,11.979,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,11.586,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.748,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.886,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.218,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.746,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.221,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,7.195,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.443,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.314,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,4.005,298.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.075,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,14.555,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,13.524,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.472,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,11.603,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,11.002,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.335,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,9.043,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.106,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.733,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,5.121,303.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,18.718,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,18.097,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,16.815,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.508,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,14.471,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,13.748,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.871,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,11.287,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.129,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.455,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,6.471,308.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,23.063,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,22.307,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,20.752,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,19.138,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,17.888,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,16.965,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.969,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,13.979,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.542,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.484,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,8.099,313.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,28.224,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,27.275,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,25.363,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,23.419,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,21.842,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,20.756,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,19.585,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,17.164,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.471,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.907,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,10.039,318.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,34.225,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,33.073,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,30.837,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,28.571,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,26.654,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,25.202,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,23.845,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,20.898,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,18.858,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,15.881,323.15
InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,c1ccccc1,12.296,323.15
"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,20.0,342.52
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,3.99,307.43
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,5.99,315.56
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,8.48,322.93
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,10.98,328.64
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,14.98,335.75
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,18.96,341.55
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,20.0,342.95
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,23.44,346.88
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,27.95,351.45
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,32.86,355.75
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,37.89,359.66
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,42.93,363.22
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,47.84,366.39
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,51.85,368.76
"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",CC(=O)OCC(C)C,57.06,371.61
