InChI,SMILES,VapourPressure_kPa,Temperature_K
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.00893,293.3
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.01282,298.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.01346,298.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.02045,303.0
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.01983,303.3
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.02955,308.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.02937,308.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.042,313.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.04231,313.3
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.05813,318.1
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.08644,323.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.1219,328.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.1227,328.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.1679,333.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.1937,335.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.2429,338.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.2278,338.3
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.3117,343.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.4187,348.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.4161,348.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.53,352.2
"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0.5615,353.1
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00088,288.3
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00137,293.2
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00224,298.2
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00344,303.2
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00441,306.3
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00524,308.0
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00597,309.8
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00769,313.0
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.00876,314.1
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.01172,318.1
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.01753,323.2
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.02563,328.4
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.03536,333.4
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.0413,335.7
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.05096,338.2
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.06926,343.1
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.09558,348.1
"InChI=1S/C8H14O2/c1-2-4-7-5-3-6-8(9)10-7/h7H,2-6H2,1H3",CCCC1CCCC(=O)O1,0.1323,353.1
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00054,293.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00086,298.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00141,303.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00214,308.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00342,313.3
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00509,318.1
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.00797,323.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.01104,328.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.0166,333.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.02342,338.1
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.03353,343.2
"InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3",CCCCC1CCCC(=O)O1,0.0456,348.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00067,309.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00096,313.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00123,316.0
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.0015,318.0
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00181,320.6
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00207,322.1
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00226,323.0
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00257,325.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00338,328.0
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.0039,330.1
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00492,333.0
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00598,335.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00721,337.8
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.00854,340.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.0107,343.1
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.01217,345.4
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.01446,348.0
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.01505,348.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.01718,350.5
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.0209,353.1
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.02172,353.2
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.02425,355.4
"InChI=1S/C10H18O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h9H,2-8H2,1H3",CCCCCC1CCCC(=O)O1,0.0291,358.2
InChI=1S/CHCl3/c2-1(3)4/h1H,ClC(Cl)Cl,32.19,303.15
"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",CC(=O)CC(C)C,3.89,303.15
InChI=1S/C2H3N/c1-2-3/h1H3,CC#N,94.83,352.25
"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,94.83,371.05
"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",CC(C)(C)O,94.83,353.85
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,10.2,299.58
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,11.7,302.58
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,14.1,307.64
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,17.2,312.66
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,25.5,322.67
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,56.2,342.71
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,83.3,352.64
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,6.3,295.63
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,6.9,297.59
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,8.7,302.58
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,8.7,302.63
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,11.1,307.59
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,14.3,312.64
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,14.2,312.67
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,18.5,317.69
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,22.1,322.66
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,23.1,322.67
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,29.3,327.68
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,34.8,332.66
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,54.8,342.63
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,53.2,342.68
"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",CN(CCO)CCO,78.5,352.71
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,6.1,292.81
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,6.5,294.36
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,9.4,302.81
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,14.8,312.78
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,23.1,322.77
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,35.7,332.83
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,53.6,342.78
"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",Cc1ccccc1,80.4,352.7
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00041,289.7
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00116,299.6
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00169,303.5
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00172,303.6
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00249,307.5
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00388,312.5
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00605,317.6
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00945,322.6
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.00932,322.7
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.014,327.6
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.02131,332.8
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.02096,332.8
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.03024,337.9
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.04379,342.9
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.06337,348.0
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.09205,353.1
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.13344,358.3
InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],0.18028,363.4
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00788,353.2
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00938,355.2
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.0104,357.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.01181,358.9
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.01286,359.6
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.01452,361.6
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.01668,363.4
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.01879,364.7
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.02236,366.1
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.02159,366.5
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.02708,368.9
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.02499,369.0
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.02709,370.5
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.03178,371.8
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.03208,372.5
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.03745,374.0
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00011,313.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00011,313.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00015,316.7
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00015,316.7
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00025,320.4
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00025,320.4
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00036,323.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00056,327.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00079,330.4
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00078,330.4
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00116,333.7
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00111,333.8
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.0015,335.9
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00149,336.2
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00218,339.8
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00254,341.1
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.0029,342.0
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00329,343.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00416,346.0
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00468,347.3
"InChI=1S/C6H7O.C5H5.Fe/c7-5-6-3-1-2-4-6;1-2-4-5-3-1;/h1-4,7H,5H2;1-5H;/q2*-1;+2",OCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,0.00492,347.4
